competitionid,sessionid,gameid,endid,hammer_closest_dist,hammer_stones_in_house,hammer_house_control_diff,end_num,end_parity,powerplay,hammer_is_team1,hammer_is_team2,missing_shot3_snapshot,any_missing_coordinates,nonhammer_closest_dist,nonhammer_stones_in_house,hammer_team_scored,hammer_team_points,hammer_points_bucket,end_blank,steal,net_points_for_hammer
23240026,6,2,8,163.51758315239374,1,-1,8,0,,0,1,0,0,152.55490814785344,2,1,2,2,0,0,2
23240026,6,2,9,212.08488866489287,1,0,9,1,,1,0,0,0,125.36347155371855,1,1,2,2,0,0,2
23240026,6,3,1,150.0,1,1,1,1,,1,0,0,0,402.62761951957543,0,1,3,3,0,0,3
23240026,6,3,2,166.04818577750254,2,0,2,0,,0,1,0,0,66.61080993352356,2,1,2,2,0,0,2
23240026,6,3,3,177.22866585290316,2,1,3,1,,1,0,0,0,89.09545442950498,1,0,0,0,0,1,-1
23240026,6,3,4,63.63961030678928,2,0,4,0,,0,1,0,0,67.17886572427373,2,0,0,0,0,1,-1
23240026,6,3,5,69.57010852370435,2,1,5,1,,1,0,0,0,150.0,1,1,1,1,0,0,1
23240026,6,3,6,321.26313202731495,0,0,6,0,,0,1,0,0,304.1710045352778,0,1,1,1,0,0,1
23240026,6,3,7,150.0,1,0,7,1,,1,0,0,0,90.60905032059435,1,0,0,0,0,1,-2
23240026,6,3,8,753.5204045014309,0,0,8,0,2.0,0,1,0,0,378.00132274900835,0,0,0,0,0,1,-3
23240026,6,4,1,28.160255680657446,2,1,1,1,,1,0,0,0,157.30543537970962,1,1,1,1,0,0,1
23240026,6,4,2,130.36103712382777,2,1,2,0,,0,1,0,0,47.16990566028302,1,0,0,0,0,1,-1
23240026,6,4,3,89.89438247187641,1,-1,3,1,,1,0,0,0,51.478150704935004,2,0,0,0,0,1,-1
23240026,6,4,4,101.20276676059801,2,1,4,0,,0,1,0,0,150.0,1,1,1,1,0,0,1
23240026,6,4,5,79.64923100695951,2,1,5,1,,1,0,0,0,76.10519036176179,1,1,3,3,0,0,3
23240026,6,4,6,403.11288741492746,0,-1,6,0,,0,1,0,0,189.7893569197177,1,1,3,3,0,0,3
23240026,6,4,7,302.63013729633735,0,0,7,1,2.0,1,0,0,0,542.9963167462556,0,1,3,3,0,0,3
23240026,6,4,8,77.41446893184762,2,0,8,0,,0,1,0,0,39.44616584663204,2,1,9,3,0,1,0
23240026,6,5,1,44.294469180700204,2,0,1,1,,0,1,0,0,67.17886572427373,2,1,2,2,0,0,2
23240026,6,5,2,150.0,1,0,2,0,,1,0,0,0,76.15773105863909,1,0,0,0,0,1,-2
23240026,6,5,3,92.45539465060976,2,0,3,1,,0,1,0,0,68.94200461257273,2,1,2,2,0,0,2
23240026,6,5,4,403.11288741492746,0,0,4,0,,1,0,0,0,258.02713035648014,0,0,0,0,0,1,-3
23240026,6,5,5,128.6001555209013,2,0,5,1,,0,1,0,0,61.26989472816156,2,1,1,1,0,0,1
23240026,6,5,6,85.0,2,1,6,0,,1,0,0,0,57.584720195551874,1,0,0,0,0,1,-1
23240026,7,1,1,39.11521443121589,1,-1,1,1,,1,0,0,0,103.16006979447037,2,1,1,1,0,0,1
23240026,7,1,2,133.96268137059664,2,0,2,0,,0,1,0,0,54.3323108288245,2,1,1,1,0,0,1
23240026,7,1,3,97.65244492586962,2,1,3,1,,1,0,0,0,41.97618372363071,1,0,0,0,0,1,-1
23240026,7,1,4,50.566787519082126,2,2,4,0,,0,1,0,0,259.5149321330085,0,1,1,1,0,0,1
23240026,7,1,5,211.28416883429767,1,0,5,1,,1,0,0,0,87.80091115700337,1,0,0,0,0,1,-2
23240026,7,1,6,311.231425148554,0,0,6,0,1.0,0,1,0,0,403.11288741492746,0,1,3,3,0,0,3
23240026,7,1,7,15.264337522473747,1,-1,7,1,,1,0,0,0,79.64923100695951,2,1,1,1,0,0,1
23240026,7,2,1,150.0,1,0,1,1,,0,1,0,0,192.03385118254542,1,1,3,3,0,0,3
23240026,7,2,2,150.0,1,-1,2,0,,1,0,0,0,6.082762530298219,2,0,0,0,0,1,-2
23240026,7,2,3,88.54377448471462,1,1,3,1,,0,1,0,0,366.7764987018661,0,1,2,2,0,0,2
23240026,7,2,4,150.0,1,-1,4,0,,1,0,0,0,56.462376853972415,2,1,1,1,0,0,1
23240026,7,2,5,212.08488866489287,1,-1,5,1,,0,1,0,0,21.37755832643195,2,1,3,3,0,0,3
23240026,7,2,6,150.0,1,1,6,0,,1,0,0,0,270.29613389761977,0,1,2,2,0,0,2
23240026,7,3,1,104.04806581575652,2,0,1,1,,1,0,0,0,18.867962264113206,2,0,0,0,0,1,-1
23240026,7,3,2,34.40930106817051,1,0,2,0,,0,1,0,0,150.0,1,1,1,1,0,0,1
23240026,7,3,3,26.92582403567252,2,0,3,1,,1,0,0,0,70.25667228100119,2,1,1,1,0,0,1
23240026,7,3,4,106.6770828247567,2,0,4,0,,0,1,0,0,87.78382538941898,2,1,2,2,0,0,2
23240026,7,3,5,403.11288741492746,0,0,5,1,2.0,1,0,0,0,363.0316790584535,0,0,0,0,0,1,-1
23240026,7,3,6,81.60882305241266,2,0,6,0,,0,1,0,0,44.82186966202994,2,0,0,0,0,1,-1
23240026,7,3,7,111.07204868912791,2,1,7,1,,1,0,0,0,71.47027354082255,1,0,0,0,0,1,-3
23240026,7,4,1,69.57010852370435,1,0,1,1,,1,0,0,0,159.26079241294764,1,1,2,2,0,0,2
23240026,7,4,2,42.01190307520001,2,0,2,0,,0,1,0,0,89.15716460273958,2,1,2,2,0,0,2
23240026,7,4,3,150.0,2,0,3,1,,1,0,0,0,109.20164833920778,2,1,1,1,0,0,1
23240026,7,4,4,219.4288039433292,2,0,4,0,,0,1,0,0,98.67117106835208,2,1,1,1,0,0,1
23240026,7,4,5,70.57619995437555,1,0,5,1,,1,0,0,0,122.42957159118053,1,1,4,3,0,0,4
23240026,7,4,6,403.11288741492746,0,0,6,0,2.0,0,1,0,0,282.591578076913,0,1,2,2,0,0,2
23240026,7,4,7,403.11288741492746,0,0,7,1,,1,0,0,0,526.0085550635084,0,0,0,0,0,1,-1
23240026,7,4,8,60.01666435249463,2,0,8,0,,0,1,0,0,83.54639429682169,2,1,1,1,0,0,1
23240026,7,4,9,150.0,2,1,9,1,,1,0,0,0,167.72000476985446,1,0,0,0,0,1,-1
23240026,7,5,1,119.33147112141039,2,2,1,1,,1,0,0,0,266.8951104835006,0,1,2,2,0,0,2
23240026,7,5,2,150.0,1,0,2,0,,0,1,0,0,116.45600027478189,1,1,1,1,0,0,1
23240026,7,5,3,90.93404203047393,2,0,3,1,,1,0,0,0,153.44705927452634,2,1,2,2,0,0,2
23240026,7,5,4,113.4063490286148,2,1,4,0,,0,1,0,0,17.029386365926403,1,1,1,1,0,0,1
23240026,7,5,5,150.0,2,2,5,1,,1,0,0,0,318.3284467338727,0,1,2,2,0,0,2
23240026,7,5,6,419.59265961167625,0,0,6,0,,0,1,0,0,312.06569821112987,0,1,1,1,0,0,1
23240026,7,5,7,180.94197965093673,1,1,7,1,2.0,1,0,0,0,317.1277345171816,0,1,1,1,0,0,1
23240026,7,5,8,150.0,2,1,8,0,,0,1,0,0,20.591260281974,1,1,1,1,0,0,1
23240026,8,1,1,46.09772228646444,2,0,1,1,,0,1,0,0,61.68468205316454,2,1,1,1,0,0,1
23240026,8,1,2,209.83088428541686,1,0,2,0,,1,0,0,0,45.12205669071391,1,0,0,0,0,1,-1
23240026,8,1,3,86.76981041814025,2,0,3,1,,0,1,0,0,92.31467922275417,2,1,1,1,0,0,1
23240026,8,1,4,112.94689017409908,2,1,4,0,,1,0,0,0,68.06614430096654,1,1,3,3,0,0,3
23240026,8,1,5,38.47076812334269,2,0,5,1,,0,1,0,0,49.09175083453431,2,0,0,0,0,1,-2
23240026,8,1,6,104.0768946500615,2,1,6,0,,1,0,0,0,63.97655820689325,1,0,0,0,0,1,-1
23240026,8,1,7,314.8602864763989,0,-1,7,1,2.0,0,1,0,0,234.77648945326703,1,0,0,0,0,1,-1
23240026,8,1,8,310.77483810630486,0,0,8,0,,1,0,0,0,367.535032343857,0,1,9,3,0,0,0
23240026,8,2,1,150.0,2,1,1,1,,1,0,0,0,32.526911934581186,1,1,1,1,0,0,1
23240026,8,2,2,150.0,2,0,2,0,,0,1,0,0,78.64477096412705,2,0,0,0,0,1,-3
23240026,8,2,3,14.212670403551895,1,-1,3,1,,1,0,0,0,150.0,2,1,1,1,0,0,1
23240026,8,2,4,403.11288741492746,0,-1,4,0,,0,1,0,0,79.2464510246358,1,1,1,1,0,0,1
23240026,8,2,5,150.0,2,0,5,1,,1,0,0,0,48.79549159502341,2,1,1,1,0,0,1
23240026,8,2,6,156.8948692596415,1,0,6,0,,0,1,0,0,69.77822009767804,1,0,0,0,0,1,-1
23240026,8,3,1,60.440052945046304,2,1,1,1,,0,1,0,0,70.9365914038728,1,1,2,2,0,0,2
23240026,8,3,2,150.0,1,0,2,0,,1,0,0,0,46.400431032480725,1,1,1,1,0,0,1
23240026,8,3,3,150.0,1,1,3,1,,0,1,0,0,450.395381859095,0,0,0,0,0,1,-1
23240026,8,3,4,33.28663395418648,2,0,4,0,,1,0,0,0,66.06814663663572,2,1,1,1,0,0,1
23240026,8,3,5,35.73513677041127,2,0,5,1,,0,1,0,0,55.97320787662612,2,1,2,2,0,0,2
23240026,8,3,6,154.26276284314372,1,1,6,0,,1,0,0,0,404.2598174441778,0,1,1,1,0,0,1
23240026,8,3,7,403.11288741492746,0,0,7,1,1.0,0,1,0,0,760.000657894452,0,1,5,3,0,0,5
23240026,8,4,1,150.0,1,-1,1,1,,0,1,0,0,151.10923201446033,2,0,0,0,0,1,-1
23240026,8,4,2,81.02468759581859,2,0,2,0,,1,0,0,0,150.0,2,1,1,1,0,0,1
23240026,8,4,3,150.0,2,0,3,1,,0,1,0,0,69.57010852370435,2,0,0,0,0,1,-2
23240026,8,4,4,89.15716460273958,2,0,4,0,,1,0,0,0,48.662100242385755,2,1,4,3,0,0,4
23240026,8,4,5,403.11288741492746,0,0,5,1,2.0,0,1,0,0,378.06084166440723,0,1,2,2,0,0,2
23240026,8,4,6,403.11288741492746,0,0,6,0,,1,0,0,0,1096.5856099730654,0,0,0,0,0,1,-1
23240026,8,4,7,86.76981041814025,2,0,7,1,,0,1,0,0,130.49521064008442,2,1,1,1,0,0,1
23240026,8,4,8,150.0,1,0,8,0,,1,0,0,0,16.0312195418814,1,1,9,3,0,0,0
23240026,8,5,1,59.665735560705194,2,2,1,1,,1,0,0,0,363.9189470198,0,1,3,3,0,0,3
23240026,8,5,2,58.25804665451803,2,0,2,0,,0,1,0,0,64.53681120105021,2,0,0,0,0,1,-2
23240026,8,5,3,364.01236242743187,0,0,3,1,,1,0,0,0,390.80046059338264,0,1,1,1,0,0,1
23240026,8,5,4,39.59797974644666,2,0,4,0,,0,1,0,0,55.226805085936306,2,0,0,0,0,1,-2
23240026,8,5,5,50.695167422546305,2,1,5,1,,1,0,0,0,177.81451009408653,1,0,0,0,0,1,-2
23240026,8,5,6,193.84787850270635,1,-1,6,0,,0,1,0,0,59.00847396772772,2,0,0,0,0,1,-1
23240026,9,1,1,174.15223225672418,2,0,1,1,,1,0,0,0,87.70974860299168,2,1,1,1,0,0,1
23240026,9,1,2,73.00684899377592,2,0,2,0,,0,1,0,0,123.47064428438041,2,1,2,2,0,0,2
23240026,9,1,3,32.526911934581186,2,0,3,1,,1,0,0,0,71.69379331573968,2,0,0,0,0,1,-2
23240026,9,1,4,111.6288493177279,2,0,4,0,,0,1,0,0,44.94441010848846,2,0,0,0,0,1,-1
23240026,9,1,5,84.71717653463199,1,0,5,1,,1,0,0,0,179.86939706353607,1,0,0,0,0,1,-1
23240026,9,1,6,361.4374081359039,0,0,6,0,,0,1,0,0,403.11288741492746,0,0,0,0,0,1,-1
23240026,9,1,7,658.1565163393886,0,0,7,1,1.0,1,0,0,0,403.11288741492746,0,0,0,0,0,1,-3
23240026,9,2,1,24.698178070456937,2,0,1,1,,1,0,0,0,89.88882021697692,2,1,3,3,0,0,3
23240026,9,2,2,150.0,1,0,2,0,,0,1,0,0,49.09175083453431,1,1,1,1,0,0,1
23240026,9,2,3,11.40175425099138,2,0,3,1,,1,0,0,0,94.36630754670864,2,1,2,2,0,0,2
23240026,9,2,4,6.708203932499369,1,-1,4,0,,0,1,0,0,91.39474820797966,2,1,1,1,0,0,1
23240026,9,2,5,75.66372975210778,1,-1,5,1,,1,0,0,0,109.9317970379817,2,0,0,0,0,1,-1
23240026,9,2,6,527.3755777432247,0,0,6,0,,0,1,0,0,281.3965173913849,0,0,0,0,0,1,-1
23240026,9,2,7,328.80389292099323,0,0,7,1,1.0,1,0,0,0,368.2458417959394,0,0,0,0,0,1,-1
23240026,9,2,8,35.84689665786984,1,0,8,0,,0,1,0,0,150.0,1,0,0,0,0,1,-1
23240026,9,3,1,77.64663547121665,2,1,1,1,,1,0,0,0,174.25555945220228,1,1,3,3,0,0,3
23240026,9,3,2,56.43580423808985,2,0,2,0,,0,1,0,0,154.45711378890906,2,1,4,3,0,0,4
23240026,9,3,3,28.0178514522438,1,-1,3,1,,1,0,0,0,177.341478509682,2,1,4,3,0,0,4
23240026,9,3,4,15.297058540778355,2,0,4,0,,0,1,0,0,84.00595217006948,2,1,1,1,0,0,1
23240026,9,3,5,166.3640586184408,1,-1,5,1,,1,0,0,0,151.53877391611692,2,1,1,1,0,0,1
23240026,9,3,6,403.11288741492746,0,0,6,0,,0,1,0,0,624.4653713377548,0,1,3,3,0,0,3
23240026,9,3,7,316.39374203672236,0,-1,7,1,2.0,1,0,0,0,89.05054744357274,1,0,0,0,0,1,-1
23240026,9,3,8,21.93171219946131,1,-1,8,0,,0,1,0,0,68.60029154456998,2,1,1,1,0,0,1
23240026,9,4,1,14.317821063276353,2,0,1,1,,0,1,0,0,80.05623023850174,2,1,2,2,0,0,2
23240026,9,4,2,150.0,1,-1,2,0,,1,0,0,0,81.6333265278342,2,0,0,0,0,1,-2
23240026,9,4,3,76.24303246854758,1,-1,3,1,,0,1,0,0,138.6001443000692,2,1,2,2,0,0,2
23240026,9,4,4,355.5629339512205,0,0,4,0,,1,0,0,0,539.1919880710395,0,1,1,1,0,0,1
23240026,9,4,5,403.11288741492746,0,-1,5,1,2.0,0,1,0,0,61.1310068623117,1,1,1,1,0,0,1
23240026,9,4,6,214.03737991294884,2,0,6,0,,1,0,0,0,109.2520022699813,2,1,1,1,0,0,1
23240026,9,4,7,11.045361017187261,2,1,7,1,,0,1,0,0,105.54619841567009,1,0,0,0,0,1,-2
23240026,9,4,8,70.00714249274856,2,0,8,0,,1,0,0,0,73.16419889536138,2,1,9,3,0,0,0
23240026,9,5,1,163.88410539158457,1,-1,1,1,,1,0,0,0,65.0,2,1,2,2,0,0,2
23240026,9,5,2,75.0066663703967,2,1,2,0,,0,1,0,0,42.0,1,1,1,1,0,0,1
23240026,9,5,3,120.60265337047937,2,0,3,1,,1,0,0,0,62.297672508690084,2,1,2,2,0,0,2
23240026,9,5,4,55.00909015790027,2,1,4,0,,0,1,0,0,170.13524032369074,1,0,0,0,0,1,-1
23240026,9,5,5,1096.5856099730654,0,0,5,1,,1,0,0,0,346.88326566728466,0,0,0,0,0,1,-3
23240026,9,5,6,177.99157283422156,2,0,6,0,,0,1,0,0,104.5609869884557,2,0,0,0,0,1,-2
23240026,9,5,7,99.16148445843275,1,-1,7,1,,1,0,0,0,82.63776376451628,2,1,1,1,0,0,1
23240026,9,5,8,155.42522317822161,2,0,8,0,,0,1,0,0,52.773099207835045,2,1,9,3,0,1,0
23240026,10,1,1,150.0,2,1,1,1,,1,0,0,0,96.93812459502195,1,1,1,1,0,0,1
23240026,10,1,2,94.42986815621421,1,0,2,0,,0,1,0,0,32.526911934581186,1,0,0,0,0,1,-1
23240026,10,1,3,159.24823389915505,2,0,3,1,,1,0,0,0,150.0,2,0,0,0,0,1,-1
23240026,10,1,4,113.78049041905207,2,0,4,0,,0,1,0,0,33.60059523282288,2,0,0,0,0,1,-2
23240026,10,1,5,56.79788728465171,1,-1,5,1,,1,0,0,0,150.0,2,0,0,0,0,1,-1
23240026,10,1,6,336.68976818430343,0,0,6,0,2.0,0,1,0,0,258.7856255668,0,0,0,0,0,1,-1
23240026,10,1,7,291.49614062625255,0,0,7,1,,1,0,0,0,403.11288741492746,0,1,1,1,0,0,1
23240026,10,2,1,146.01369798755184,1,0,1,1,,1,0,0,0,36.40054944640259,1,1,5,3,0,0,5
23240026,10,2,2,150.0,2,1,2,0,,0,1,0,0,65.25335240430181,1,1,1,1,0,0,1
23240026,10,2,3,77.07788269017254,2,0,3,1,,1,0,0,0,66.94027188471824,2,0,0,0,0,1,-1
23240026,10,2,4,140.71957930579526,2,1,4,0,,0,1,0,0,150.0,1,0,0,0,0,1,-1
23240026,10,2,5,1096.5856099730654,0,0,5,1,1.0,1,0,0,0,304.1792234851026,0,0,0,0,0,1,-1
23240026,10,2,6,227.03523955544875,1,0,6,0,,0,1,0,0,234.62523308459387,1,0,0,0,0,1,-3
23240026,10,3,1,97.40636529508737,2,0,1,1,,0,1,0,0,49.64876634922564,2,0,0,0,0,1,-1
23240026,10,3,2,147.41099009232656,1,-1,2,0,,1,0,0,0,130.034610777285,2,0,0,0,0,1,-3
23240026,10,3,3,93.86160024205851,2,1,3,1,,0,1,0,0,177.02542190318317,1,1,1,1,0,0,1
23240026,10,3,4,150.0,2,0,4,0,,1,0,0,0,92.35799911215054,2,1,1,1,0,0,1
23240026,10,3,5,152.48606493709516,2,1,5,1,,0,1,0,0,92.41753080449618,1,1,2,2,0,0,2
23240026,10,3,6,383.631333443972,0,0,6,0,,1,0,0,0,273.4684625327023,0,1,3,3,0,0,3
23240026,10,3,7,407.42115801710645,0,-1,7,1,2.0,0,1,0,0,244.55878638887626,1,1,6,3,0,0,6
23240026,10,4,1,159.70597985047397,2,0,1,1,,0,1,0,0,149.18780110987626,2,1,1,1,0,0,1
23240026,10,4,2,97.30878685915265,2,1,2,0,,1,0,0,0,42.05948168962618,1,0,0,0,0,1,-1
23240026,10,4,3,224.75097330156325,1,0,3,1,,0,1,0,0,150.0,1,1,1,1,0,0,1
23240026,10,4,4,39.44616584663204,1,-1,4,0,,1,0,0,0,170.98830369355676,2,1,1,1,0,0,1
23240026,10,4,5,145.67086187704115,2,0,5,1,,0,1,0,0,10.816653826391969,2,0,0,0,0,1,-1
23240026,10,4,6,23.853720883753127,1,-1,6,0,,1,0,0,0,67.91170738539859,2,0,0,0,0,1,-2
23240026,10,4,7,199.16073910286636,1,1,7,1,1.0,0,1,0,0,608.9351361187823,0,0,0,0,0,1,-2
23240026,10,4,8,765.6474384467044,0,0,8,0,,1,0,0,0,403.11288741492746,0,1,1,1,0,0,1
23240026,10,4,9,172.29045243425418,2,0,9,1,,0,1,0,0,17.029386365926403,2,0,0,0,0,1,-1
23240026,10,5,1,28.653097563788805,2,0,1,1,,0,1,0,0,106.6255128944288,2,1,1,1,0,0,1
23240026,10,5,2,183.04371062672436,1,-1,2,0,,1,0,0,0,69.77822009767804,2,1,2,2,0,0,2
23240026,10,5,3,79.71198153351854,2,1,3,1,,0,1,0,0,87.70974860299168,1,1,1,1,0,0,1
23240026,10,5,4,53.45091205957107,1,-1,4,0,,1,0,0,0,97.32420048477151,2,0,0,0,0,1,-1
23240026,10,5,5,57.48912940721924,2,1,5,1,,0,1,0,0,177.18069872308325,1,1,1,1,0,0,1
23240026,10,5,6,84.48076704197234,1,0,6,0,,1,0,0,0,140.28898745090436,1,1,1,1,0,0,1
23240026,10,5,7,403.11288741492746,0,-1,7,1,1.0,0,1,0,0,17.029386365926403,1,1,1,1,0,0,1
23240026,10,5,8,73.37574531137656,2,0,8,0,,1,0,0,0,130.60245020672468,2,1,1,1,0,0,1
23240026,11,1,1,150.0,1,-1,1,1,,1,0,0,0,51.73973328110612,2,1,1,1,0,0,1
23240026,11,1,2,35.73513677041127,2,0,2,0,,0,1,0,0,59.80802621722272,2,1,1,1,0,0,1
23240026,11,1,3,150.0,2,1,3,1,,1,0,0,0,49.64876634922564,1,1,5,3,0,0,5
23240026,11,1,4,403.11288741492746,0,0,4,0,,0,1,0,0,304.8294605185004,0,1,1,1,0,0,1
23240026,11,1,5,153.37861650177967,1,-1,5,1,,1,0,0,0,127.5617497528158,2,1,2,2,0,0,2
23240026,11,1,6,173.5655495770978,1,0,6,0,,0,1,0,0,56.0357029044876,1,1,2,2,0,0,2
23240026,11,1,7,247.0323865407125,1,1,7,1,2.0,1,0,0,0,334.504110587598,0,1,1,1,0,0,1
23240026,11,2,1,311.1944729586308,0,-2,1,1,,0,1,0,0,172.80335644888382,2,0,0,0,0,1,-1
23240026,11,2,2,10.04987562112089,2,1,2,0,,1,0,0,0,197.02284131541703,1,1,2,2,0,0,2
23240026,11,2,3,17.26267650163207,2,1,3,1,,0,1,0,0,88.23264701911646,1,1,1,1,0,0,1
23240026,11,2,4,201.03979705520993,1,-1,4,0,,1,0,0,0,22.847319317591726,2,0,0,0,0,1,-1
23240026,11,2,5,64.76109943476871,2,1,5,1,,0,1,0,0,204.41379601191306,1,0,0,0,0,1,-2
23240026,11,2,6,275.44327909753036,0,0,6,0,2.0,1,0,0,0,414.65407269192474,0,0,0,0,0,1,-2
23240026,11,2,7,202.41047403728888,1,1,7,1,,0,1,0,0,359.2436499090833,0,0,0,0,0,1,-1
23240026,11,2,8,57.97413216254298,2,0,8,0,,1,0,0,0,113.6001760562016,2,1,3,3,0,0,3
23240026,11,3,1,150.0,1,1,1,1,,1,0,0,0,374.8626415101937,0,1,3,3,0,0,3
23240026,11,3,2,150.0,2,1,2,0,,0,1,0,0,102.41581909060729,1,0,0,0,0,1,-1
23240026,11,3,3,195.04102132628407,1,0,3,1,,1,0,0,0,150.0,1,1,1,1,0,0,1
23240026,11,3,4,403.11288741492746,0,-1,4,0,,0,1,0,0,86.33075929238663,1,1,1,1,0,0,1
23240026,11,3,5,87.45856161634491,2,0,5,1,,1,0,0,0,68.41052550594829,2,1,2,2,0,0,2
23240026,11,3,6,150.0,1,0,6,0,,0,1,0,0,71.30918594402827,1,0,0,0,0,1,-1
23240026,11,4,1,151.99013125857877,1,0,1,1,,0,1,0,0,45.27692569068709,1,1,2,2,0,0,2
23240026,11,4,2,196.46119209655632,1,0,2,0,,1,0,0,0,79.2464510246358,1,0,0,0,0,1,-2
23240026,11,4,3,66.75327707311455,2,0,3,1,,0,1,0,0,53.2634959423431,2,0,0,0,0,1,-1
23240026,11,4,4,59.80802621722272,2,0,4,0,,1,0,0,0,70.83078426785913,2,1,1,1,0,0,1
23240026,11,4,5,17.804493814764857,2,1,5,1,,0,1,0,0,225.32199182503248,1,1,1,1,0,0,1
23240026,11,4,6,420.7433897282285,0,0,6,0,1.0,1,0,0,0,411.0012165432117,0,1,2,2,0,0,2
23240026,11,4,7,395.42508772206145,0,0,7,1,,0,1,0,0,557.9175566335944,0,1,2,2,0,0,2
23240026,11,4,8,85.90692637965812,2,0,8,0,,1,0,0,0,48.08326112068523,2,1,9,3,0,0,0
23240026,11,5,1,135.6244815658294,2,0,1,1,,0,1,0,0,188.2153022471871,2,0,0,0,0,1,-1
23240026,11,5,2,122.70289320142373,2,0,2,0,,1,0,0,0,90.7358804442873,2,0,0,0,0,1,-1
23240026,11,5,3,102.25947388873072,2,1,3,1,,0,1,0,0,76.15773105863909,1,0,0,0,0,1,-1
23240026,11,5,4,106.51291001564083,2,1,4,0,,1,0,0,0,21.213203435596427,1,0,0,0,0,1,-2
23240026,11,5,5,195.420060382756,2,1,5,1,,0,1,0,0,150.0,1,0,0,0,0,1,-2
23240026,11,5,6,279.8660393831306,0,0,6,0,2.0,1,0,0,0,403.11288741492746,0,0,0,0,0,1,-1
23240026,11,5,7,341.0058650522011,0,0,7,1,,0,1,0,0,338.28538248053223,0,0,0,0,0,1,-3
23240026,11,5,8,133.2216198670471,1,-1,8,0,,1,0,0,0,199.6121238802894,2,0,0,0,0,1,-1
23240026,12,1,1,156.42570121306792,2,1,1,1,,1,0,0,0,95.96353474106714,1,0,0,0,0,1,-1
23240026,12,1,2,66.09841147864296,1,-1,2,0,,0,1,0,0,60.728905802755904,2,0,0,0,0,1,-2
23240026,12,1,3,81.00617260431454,2,0,3,1,,1,0,0,0,115.00434774390054,2,1,1,1,0,0,1
23240026,12,1,4,51.73973328110612,2,1,4,0,,0,1,0,0,81.12336284942828,1,1,1,1,0,0,1
23240026,12,1,5,68.09552114493287,2,0,5,1,,1,0,0,0,77.87810988975015,2,0,0,0,0,1,-1
23240026,12,1,6,111.28791488746656,2,1,6,0,,0,1,0,0,35.608987629529715,1,0,0,0,0,1,-2
23240026,12,1,7,238.3547775900454,1,1,7,1,1.0,1,0,0,0,394.66568130507625,0,0,0,0,0,1,-2
23240026,12,1,8,540.8890828996274,0,0,8,0,,0,1,0,0,403.11288741492746,0,0,0,0,0,1,-2
23240026,12,2,1,52.0,1,0,1,1,,0,1,0,0,90.6697303403953,1,1,2,2,0,0,2
23240026,12,2,2,150.0,1,0,2,0,,1,0,0,0,176.17321022221284,1,1,1,1,0,0,1
23240026,12,2,3,194.164878389476,1,-1,3,1,,0,1,0,0,97.26767191621273,2,1,2,2,0,0,2
23240026,12,2,4,150.0,2,1,4,0,,1,0,0,0,43.56604182158393,1,1,2,2,0,0,2
23240026,12,2,5,150.0,2,1,5,1,,0,1,0,0,96.40020746865642,1,0,0,0,0,1,-1
23240026,12,2,6,71.80529228406496,2,0,6,0,,1,0,0,0,213.66328650472454,2,1,1,1,0,0,1
23240026,12,2,7,373.5679322425842,0,-1,7,1,2.0,0,1,0,0,188.95766721676048,1,1,1,1,0,0,1
23240026,12,2,8,403.11288741492746,0,0,8,0,,1,0,0,0,983.4942806137716,0,0,0,0,0,1,-2
23240026,12,3,1,76.96752561957543,2,1,1,1,,1,0,0,0,193.25889371514057,1,1,2,2,0,0,2
23240026,12,3,2,10.04987562112089,2,1,2,0,,0,1,0,0,138.45215780189199,1,1,1,1,0,0,1
23240026,12,3,3,201.02238681301145,1,-1,3,1,,1,0,0,0,56.08029957123981,2,0,0,0,0,1,-3
23240026,12,3,4,56.4003546088143,1,0,4,0,,0,1,0,0,150.0,1,0,0,0,0,1,-1
23240026,12,3,5,55.86591089385369,1,-1,5,1,,1,0,0,0,149.21461054467824,2,0,0,0,0,1,-1
23240026,12,3,6,382.5388869121674,0,0,6,0,2.0,0,1,0,0,403.11288741492746,0,0,0,0,0,1,-1
23240026,12,3,7,449.480811603788,0,0,7,1,,1,0,0,0,403.11288741492746,0,0,0,0,0,1,-2
23240026,12,3,8,40.024992192379,2,0,8,0,,0,1,0,0,150.0,2,1,1,1,0,0,1
23240026,12,4,1,131.68523075880606,2,1,1,1,,0,1,0,0,51.088159097779204,1,1,1,1,0,0,1
23240026,12,4,2,56.04462507680822,2,0,2,0,,1,0,0,0,91.58602513484249,2,0,0,0,0,1,-1
23240026,12,4,3,83.40863264674707,1,-1,3,1,,0,1,0,0,150.0,2,0,0,0,0,1,-1
23240026,12,4,4,73.68174807915459,2,0,4,0,,1,0,0,0,23.853720883753127,2,0,0,0,0,1,-2
23240026,12,4,5,202.02227599945508,2,0,5,1,,0,1,0,0,102.07840124139877,2,0,0,0,0,1,-2
23240026,12,4,6,197.00253805471644,1,0,6,0,,1,0,0,0,242.0764342103543,1,0,0,0,0,1,-2
23240026,12,4,7,336.7521343659161,0,0,7,1,2.0,0,1,0,0,410.41076983919413,0,0,0,0,0,1,-1
23240026,12,4,8,59.841457201508724,2,0,8,0,,1,0,0,0,31.953090617340916,2,1,1,1,0,0,1
23240026,12,5,1,75.1065909225016,2,0,1,1,,1,0,0,0,81.60882305241266,2,1,1,1,0,0,1
